token,count
tlse,1
khopi,1
wide,1
kopakopana,1
semerafe,1
gorena,1
bannna,1
boifiša,1
kgethelwego,1
gomang,1
tseneletše,1
leruo,1
testament,1
kwewe,1
diragetšego,1
dirišanwago,1
dithekinikone,1
uiyunibesithi,1
dirilweng,1
kgatlhanong,1
maanotshepetšo,1
legoratšhomo,1
šikinyega,1
rotha,1
dinala,1
šuthišetšwa,1
nyakela,1
monyanya,1
baralokikayena,1
taga,1
fanwe,1
bosepedi,1
feletšwego,1
gaphaka,1
pshinyetša,1
mebotwana,1
saterdag,1
sebopegong,1
dišere,1
seledu,1
rurugile,1
hlohlonelwa,1
rational,1
choice,1
wasereto,1
metal,1
musical,1
groups,1
disindikeiti,1
beya,1
seisemane,1
mafarane,1
putselwa,1
maitapišo,1
rothe,1
kaonekaone,1
nyakilego,1
gohlometše,1
rekeamphukudu,1
emeile,1
belegelwa,1
kete,1
itlhamelo,1
nwago,1
mabjala,1
site,1
fufula,1
boya,1
tlaletšwe,1
mponeng,1
tšwetšwapele,1
mmasebotsana,1
sepetšego,1
mabjoko,1
hlatholle,1
mebile,1
mašota,1
legare,1
marata,1
beola,1
bonkele,1
retwa,1
lokollwa,1
seboka,1
kgaole,1
diketwane,1
tlišang,1
magagane,1
fetšeng,1
hlogoyela,1
ebego,1
monday,1
night,1
pin,1
aowi,1
nagantšhwa,1
amanywe,1
nkgopela,1
šomego,1
fetlologela,1
ledirolli,1
leitiri,1
moswari,1
kelotpweledi,1
akaretpa,1
lethekeng,1
khupetša,1
serati,1
nwe,1
goleng,1
lehlagare,1
ithwele,1
megono,1
itshwere,1
nepišitšwe,1
phuti,1
balebane,1
rogane,1
ithekgile,1
segagabobona,1
ntšhitše,1
nomorotšhupetšo,1
neilwego,1
yang,1
leswana,1
dipotsa,1
magokolodi,1
modern,1
standard,1
arabic,1
hlapaotše,1
thupe,1
hlomphiwe,1
khamphani,1
phalwe,1
itokišitše,1
itlhamile,1
senyeditšego,1
llaga,1
mpshafatša,1
hlatselwa,1
platinum,1
group,1
metals,1
nkišetša,1
ntlhohleletša,1
nkgišetšana,1
itlhokela,1
tlhohleletšo,1
pekwa,1
hudugela,1
kadiela,1
dipalone,1
diralošwa,1
paditseka,1
tsentšhitše,1
nnyanenyane,1
sanskrit,1
tšhomommogo,1
sekgao,1
skeletone,1
diogoba,1
vasco,1
da,1
mogwane,1
ruthwe,1
utama,1
mpitše,1
tšhata,1
hello,1
nkele,1
lehutšo,1
robegile,1
dišupo,1
bjatladi,1
itišitše,1
diragogore,1
tsenyo,1
ngwadišwego,1
lefokotlhalošo,1
bitsenagare,1
hueditšwe,1
rapalala,1
comic,1
book,1
series,1
kgonyeng,1
sehlaga,1
dipeakanyo,1
tpe,1
menyung,1
lebeledišišatulo,1
kwenaa,1
tlišitšego,1
dulasereti,1
rfi,1
khula,1
dumetšwego,1
best,1
supporting,1
actress,1
ntshepe,1
olwa,1
lebeledišiše,1
thabelwa,1
lebogwa,1
dieie,1
tamatile,1
khabetšhe,1
kgabiša,1
mengwako,1
iphetolele,1
oketšego,1
feame,1
ntlhanametše,1
modjadji,1
rrago,1
bjalwa,1
swikiri,1
bapetpegago,1
mongkgwebo,1
fih,1
tlhokomedipo,1
ikimeletše,1
emaeme,1
ikgantšha,1
ditala,1
hwetšaga,1
dipolelong,1
lufhuno,1
memago,1
lekgotlakgašo,1
dinyakišišommeadihlagišakgorongyatsheko,1
gonetefatšagoresephetho,1
mosekišwa,1
boitšhireletšo,1
khudugelo,1
diprofenseng,1
letlalelong,1
geba,1
gowa,1
batelele,1
fepiwe,1
khomošenare,1
itlhokomeleng,1
duletše,1
dikgang,1
šutha,1
mojakong,1
dikaratšheng,1
fandom,1
tlhaolo,1
rerešitše,1
tlhokomele,1
ditlhabi,1
metala,1
rekhotwa,1
fihelelwa,1
kopantpwe,1
gapeletšago,1
ithekgilego,1
botagwa,1
kdk,1
ikgokaganywa,1
lebana,1
rarollotšwe,1
hlokagale,1
dikantorong,1
binwa,1
meletlong,1
diphadišanong,1
mekhukhung,1
mphapa,1
kgahlega,1
kgathola,1
kuranta,1
anyetšweo,1
swanetšegotšofalelale,1
hlokofalela,1
lebopong,1
ditšhupatsela,1
dikgegele,1
hlagile,1
hlomphane,1
melala,1
gempe,1
atlegago,1
kgahlile,1
molokoloko,1
dielemente,1
lotilwe,1
mapokisana,1
phuruputša,1
bolokwe,1
boomu,1
mmarobalaoitsoše,1
fetolego,1
tlošitše,1
mabaibaing,1
boletswego,1
sekakarolo,1
kgaolong,1
kgaoleditšwego,1
wuas,1
masomepedinne,1
nyakišabagasefolo,1
morwediabona,1
babafihla,1
kgokeletša,1
leanokelo,1
tatagobonao,1
fetogilemofeta,1
katsela,1
rolo,1
babouti,1
masolo,1
rapa,1
bakgethi,1
bonyatši,1
ele,1
mothepa,1
kgoela,1
dinngalaba,1
mekgwanakgwana,1
nepagetpego,1
personal,1
income,1
tax,1
khoute,1
j,1
g,1
steyn,1
fapoga,1
thito,1
rwaleletše,1
mahea,1
marotho,1
kapteni,1
province,1
all,1
the,1
bathopa,1
shopping,1
seterateng,1
mokonstable,1
bolailwego,1
optometry,1
indasteri,1
stadium,1
for,1
transporta,1
medal,1
home,1
affairs,1
ntshwa,1
tlhalošo,1
bulegile,1
tlhotlhoroga,1
itshamile,1
ahlaahlwe,1
thuntšhetša,1
mešukutšwane,1
tswaleletšwego,1
letsenpo,1
boeleditšwego,1
kharikhulamo,1
tshephišwa,1
mmako,1
rutana,1
braille,1
kgonagala,1
khabareitha,1
sesefala,1
megolo,1
hlhlwa,1
maikemi,1
šaparegilego,1
kabong,1
legwaragwara,1
maphusumane,1
korong,1
kgobola,1
tšhabela,1
radingwana,1
ntšhokela,1
mpone,1
bolelela,1
soding,1
itlhokomela,1
mphounela,1
ngongoregang,1
kgaolele,1
diatšha,1
itlhobogile,1
tšhologilego,1
putswa,1
bakgonne,1
tšweletšabokgoni,1
bahloki,1
dikhredite,1
rulaganywa,1
padišišo,1
leteleleka,1
sekoloto,1
utollwa,1
dihinya,1
dikenepša,1
ntshwenyago,1
kadimong,1
bathwana,1
bantshwanyana,1
merišana,1
tšwelego,1
pretoria,1
iphetošitšego,1
phehli,1
fehla,1
kwepipe,1
diepamere,1
diphopho,1
bitamine,1
kelelat,1
bethwe,1
ikgethilego,1
para,1
tiišeletša,1
innocent,1
dinkgotho,1
ithate,1
hlamang,1
maanotshepedišo,1
phatlaletšego,1
metric,1
tons,1
phenšene,1
ikangala,1
mošweu,1
khora,1
mokwele,1
webesaete,1
saps,1
somedi,1
tletpego,1
pšhatlapšhatle,1
gatlagantšhe,1
šireletšega,1
lebjang,1
nailwe,1
tlhahli,1
moyana,1
botšiditšana,1
bokaletše,1
fetotšwe,1
kgoboketšadipampiri,1
rekiše,1
tumanoši,1
bafsa,1
aretse,1
abje,1
mangyo,1
kganyogela,1
ditšhikakiši,1
setlišamadi,1
lenono,1
ditumelelo,1
diiletšwa,1
thapiša,1
thubakanye,1
tšhelopo,1
lliwa,1
diaka,1
dkhemikhale,1
motšofadi,1
setofo,1
phariri,1
tšhubile,1
basetsana,1
kwešišwe,1
dinotaging,1
diokobatšing,1
letšhollo,1
masione,1
naledi,1
tšeišana,1
dimetara,1
lefiša,1
thelefomo,1
atrese,1
kha,1
lepanteng,1
legodimong,1
lennyane,1
šwahla,1
ngangišana,1
itlwaetša,1
ipha,1
lešoka,1
dumelelanego,1
dineo,1
mapelo,1
nyetšwego,1
sekasekwe,1
mmethile,1
tlogelaka,1
khuru,1
korontšwego,1
gokagana,1
badirammogo,1
itie,1
kgodiso,1
tshepediso,1
ditšontši,1
elwago,1
ntšwelemotse,1
rwešwa,1
potšišoretoriki,1
tlhobaela,1
šetšhaba,1
maikhutšo,1
beetše,1
diphateng,1
tšabolwetši,1
badula,1
lakalela,1
mmulu,1
dikwena,1
mahlakanoka,1
mokokotlong,1
bapalwago,1
kgonagatša,1
thwalego,1
tladiephaswa,1
kwetše,1
tlhaloganyo,1
ikokoropile,1
batheeletši,1
moamogedi,1
tshenkoleswa,1
peakanyetšo,1
retiwe,1
nyalo,1
mngwe,1
balantshe,1
shiti,1
nose,1
taolotshepetšo,1
thereilara,1
journal,1
kagodikgwa,1
netefat,1
mabaibai,1
tlabaketšwe,1
gohlana,1
kgerulano,1
makgetheng,1
tlilogo,1
makgobapuku,1
ditliliniki,1
bolaong,1
tšeke,1
dipaaari,1
awanetše,1
mmagojeng,1
lebelong,1
rapotšega,1
meepo,1
šutelelwa,1
bagwereng,1
press,1
release,1
befediša,1
castel,1
sant,1
angelo,1
diphrofešenale,1
phadiphadi,1
gadigetša,1
tsepelelo,1
dots,1
meningitis,1
repha,1
nwewa,1
mosepelong,1
šetulong,1
felelela,1
šikere,1
dibidio,1
khamera,1
boditšwego,1
diraeng,1
itšhireletša,1
bolwetšing,1
sethaka,1
tphomipo,1
tshitswaneng,1
phurolloge,1
iphihla,1
lešela,1
dikarabodi,1
nomorwa,1
gapeletšwago,1
thume,1
mahlanhle,1
mankgeretla,1
bonagetšesereti,1
šišitše,1
madireng,1
rusitše,1
historing,1
masome,1
qualifaele,1
bus,1
tswaletše,1
pepper,1
nineteen,1
televišeneng,1
citizen,1
tickets,1
construction,1
am,1
so,1
scared,1
registara,1
recodilwego,1
lights,1
industeri,1
fishing,1
years,1
business,1
khaunthareng,1
airtime,1
nkreya,1
roast,1
lamb,1
awardeng,1
results,1
tournamenteng,1
suit,1
some,1
how,1
mogau,1
thulwa,1
taxi,1
motšhareng,1
išwe,1
san,1
pedro,1
sula,1
amogelegego,1
bongi,1
šole,1
huduga,1
utollelwe,1
matpwelantle,1
makaleng,1
tlokgahlale,1
tweša,1
mophelephethe,1
thušothuto,1
rungwa,1
neolotšisimi,1
homotšega,1
homotšwa,1
dikgapana,1
ithweša,1
letolo,1
bophelobja,1
mofepi,1
biletšwa,1
tlhalošetšo,1
intellectual,1
property,1
rights,1
hlaiwe,1
tuntela,1
letangwaneng,1
ntshotsho,1
dianyanese,1
sepiniše,1
dipotata,1
matsapane,1
tlhahlotšweledi,1
boitlhabollo,1
hlobaetšwa,1
raesibe,1
mant,1
jewish,1
tshepetšong,1
thentara,1
lehung,1
ipopago,1
ngata,1
ditlhokofele,1
karolwaneng,1
or,1
nyefa,1
kganyogwago,1
kgothotšwe,1
ohlwa,1
ipee,1
kofi,1
pepeminti,1
tšhokolete,1
paloto,1
moši,1
motala,1
khapontaeoksaete,1
scottish,1
mmutlana,1
lešidi,1
boe,1
lekheišeneng,1
thempheretšha,1
kgonthišišetša,1
tšhoge,1
association,1
gobatša,1
letetše,1
bakgalabje,1
nkame,1
thušeng,1
yoe,1
manuale,1
kabjako,1
swarwake,1
sehlabi,1
dimmaeneng,1
tsatsela,1
phekolwa,1
sepelelanego,1
great,1
lakes,1
region,1
apeilwe,1
gokaganya,1
atlantic,1
languages,1
bokaaka,1
lisp,1
personnel,1
diorelo,1
botši,1
kgokologa,1
rona,1
kgongwa,1
khorola,1
kobakobege,1
thero,1
phepela,1
ngwetši,1
mpopilego,1
tiišitše,1
kehwile,1
nyat,1
sebodi,1
award,1
winning,1
paletšwego,1
transitional,1
federal,1
government,1
eu,1
major,1
political,1
radimo,1
christians,1
ale,1
boeti,1
dipoelong,1
phafogang,1
fetošitšwego,1
itshwenye,1
eto,1
saekholot,1
southern,1
khwamologa,1
magalagapa,1
martin,1
buren,1
nkamogela,1
kudupane,1
namolwa,1
elections,1
took,1
place,1
sequences,1
cross,1
software,1
nyamo,1
bolokelwago,1
ditopo,1
dead,1
convention,1
tepoge,1
iraqi,1
megalantšu,1
dunusani,1
gogelwa,1
county,1
slow,1
nyana,1
beakantše,1
agriculture,1
robot,1
transportilego,1
tsamaišana,1
body,1
gage,1
code,1
copa,1
ounce,1
tlotša,1
polish,1
diesel,1
sulphur,1
graduata,1
accessa,1
jeresi,1
drama,1
applyele,1
mushrooms,1
fiance,1
adamant,1
holong,1
kakapa,1
after,1
profile,1
dressing,1
nyenyefatše,1
potrait,1
june,1
training,1
academay,1
hlabje,1
tšeiša,1
mokurukuru,1
gahlanya,1
dinko,1
base,1
mamahlo,1
rabokgabo,1
folaga,1
tlwalega,1
difoleteng,1
flagship,1
station,1
voice,1
actors,1
sealoga,1
six,1
robile,1
quantum,1
euro,1
thobelafm,1
level,1
salary,1
tšwaletše,1
afforde,1
appeal,1
brithani,1
bolla,1
gararo,1
tatagompho,1
fodišang,1
fetošetšwa,1
mr,1
double,1
iran,1
iraq,1
mojano,1
following,1
table,1
lists,1
ditsikitlano,1
parliamentary,1
mogoshadi,1
phuhlamišwa,1
service,1
dialga,1
klorofile,1
eighteenth,1
century,1
boitekelo,1
control,1
intelligent,1
design,1
proponents,1
nkgapelet,1
cannes,1
edgar,1
allan,1
poe,1
difankase,1
nthibelago,1
hlathollela,1
sefahlegwana,1
ramarumo,1
matengwa,1
biletša,1
lešuhutsogo,1
sefaka,1
maikemišetšong,1
bafe,1
mohumagatšana,1
direng,1
boneng,1
southwestern,1
aowaa,1
lereo,1
diolo,1
entered,1
dti,1
ditiego,1
kleime,1
tlhokago,1
ferekane,1
aowaowa,1
nsb,1
efošwa,1
dikgontšhing,1
buna,1
tlhalano,1
hlakahlakanywa,1
phutha,1
leipola,1
shaba,1
thu,1
makgowa,1
mehlobo,1
potlako,1
sepedišwa,1
polelotebanyi,1
polelotharedi,1
tlhapetšo,1
pireletpwe,1
hlt,1
boitshepho,1
kgonagatšo,1
fahlwa,1
utollelago,1
institšhušene,1
rothiša,1
keledi,1
pukung,1
galefile,1
eima,1
baromedintle,1
diyuniti,1
netefatpwago,1
emetšwe,1
tseneletšwa,1
ntebaditše,1
mašuana,1
dikgotla,1
kgakgane,1
lebeledišiša,1
ntlwang,1
botshwelamare,1
tekanyo,1
ikarabele,1
phuntšwe,1
ntloleswiswi,1
magagešo,1
šinyalala,1
kwešišega,1
mmupo,1
swanetpego,1
napilego,1
sadira,1
gorego,1
sehla,1
megopo,1
tsošago,1
kwanwa,1
fetišetšwe,1
neelwa,1
kgopša,1
šenamelwa,1
kgonthišetšo,1
tsefe,1
binary,1
search,1
trees,1
taletšo,1
mema,1
wonanka,1
phaphošingye,1
elatelago,1
kganyogago,1
penapena,1
sekišitšwe,1
ahlotšwe,1
ditlankana,1
mmofolla,1
diputsi,1
phoša,1
tšhošetša,1
mošaa,1
nnyatša,1
moradia,1
sehwirihwiri,1
nweng,1
retelega,1
sekutu,1
tshwarelo,1
ikhurumetša,1
mapai,1
mpumalanga,1
kgojana,1
šwanetše,1
mothakgalo,1
itšeela,1
monkgo,1
tshenyagelo,1
palomonwana,1
bofefo,1
kwešišagalo,1
katološo,1
marangrang,1
gatee,1
hlaiwa,1
abe,1
bohwa,1
nthemišitše,1
tsentšha,1
lesoosoo,1
eye,1
lebelele,1
tšofala,1
lengwalwana,1
fakela,1
bontšitšwe,1
lebokosong,1
lekantšwego,1
kgontšhago,1
somisa,1
thuso,1
thekise,1
fihlelewa,1
dingwadišo,1
fodiša,1
moledi,1
pitlega,1
thabišitšegoge,1
hlahlaiša,1
oekwakamorero,1
boelwa,1
tlhaoganyo,1
nthoga,1
mphahlolle,1
fahlilwe,1
asean,1
landmark,1
fetolelwe,1
tlhopho,1
ikholotši,1
dumisani,1
khaya,1
mojuda,1
oket,1
phaya,1
fšega,1
tšhilafalo,1
gamošomo,1
okgethilego,1
prize,1
mohuteng,1
lebete,1
koloyana,1
thwethwa,1
bilogile,1
hlafile,1
motsepele,1
konofolo,1
teye,1
ditlhale,1
leswa,1
tpeweng,1
hlathollago,1
paesekopong,1
atreseng,1
waka,1
moofisiri,1
bapetše,1
lagago,1
mokhukhung,1
rutolla,1
lefasetere,1
gonao,1
beega,1
sebakabakeng,1
magologelong,1
dithata,1
boithaupo,1
weithara,1
nyarela,1
holegiša,1
mokgweng,1
baswaraditulo,1
phethagatšong,1
rapama,1
sephagamiši,1
reba,1
retšistara,1
banyakišiši,1
hlokagetšego,1
baduudi,1
fetofetogago,1
gakantšhago,1
mohlakiši,1
pharephare,1
bamatlotlo,1
llišwa,1
putung,1
sehlomphe,1
tšhwarompe,1
amanywa,1
ditaemane,1
bekenya,1
fahla,1
ngwagola,1
bofelong,1
dumediša,1
hlwekile,1
diso,1
lokollwe,1
lekanela,1
ikilela,1
kgotlelo,1
kleimiwa,1
tsentšwego,1
metšheneng,1
šarakaneebile,1
tsenelane,1
esiti,1
hilafat,1
molaosetlwaedi,1
monyadi,1
tlhoko,1
poswa,1
khutšong,1
botsebotse,1
dihostele,1
power,1
parity,1
comparisons,1
gašwe,1
imeiliwa,1
ditseleng,1
tlhobaboroko,1
enetši,1
seisimane,1
oketšege,1
dikokeletše,1
ban,1
motepa,1
motogo,1
payothekenolotši,1
payolotši,1
albertina,1
nweletšego,1
ntlhakantšhitše,1
amogelwang,1
bohlemo,1
dikgotlhannyeng,1
boitšhidullong,1
yoga,1
dimpho,1
sedirwago,1
baeng,1
boelang,1
gabolena,1
color,1
field,1
painting,1
lepokising,1
malahla,1
mošwamawatle,1
swantšhitšwego,1
setšego,1
kaetše,1
rumolana,1
itlhompha,1
ithute,1
tšwara,1
osd,1
dikokeletšo,1
megolong,1
sars,1
sephatlo,1
mmuso,1
thekenolotši,1
palobohlatse,1
dumediše,1
lotšhe,1
mmaletswetswe,1
mmetlabokamoso,1
hlohleleditšego,1
tpeo,1
serumula,1
iphahlela,1
tsebje,1
senthara,1
bapale,1
hlangwa,1
prostate,1
thibelwe,1
thulusi,1
hlalošetša,1
molekwana,1
diprotpeke,1
leboelela,1
pshikologa,1
mabung,1
kamiwa,1
sekamo,1
letšhelete,1
tšhaiša,1
lepokisana,1
ditšhišinyo,1
matlafatšamebele,1
bonagape,1
sepolitiki,1
khutišeditšeng,1
tokapušetšo,1
theilwe,1
ganwe,1
bulela,1
mokgolabje,1
ntlheng,1
thabiše,1
wetšwe,1
tšhwaane,1
protšekeng,1
phaelote,1
foundation,1
utswetša,1
baadimišii,1
akhutišitše,1
semetlana,1
kaekae,1
papetlišega,1
motopo,1
bathoba,1
swanale,1
moyalepelo,1
poledipano,1
tšeye,1
letshogo,1
mario,1
kart,1
patela,1
pasporoto,1
baeti,1
tsopotšwego,1
bopilego,1
clarify,1
march,1
komana,1
madula,1
bapile,1
gatela,1
dihlwekiši,1
onala,1
magagabo,1
lore,1
botlhokwa,1
tefelelo,1
dilinki,1
phulabošego,1
khanselara,1
mebepe,1
dipolane,1
ditšhate,1
dikrafo,1
ipušeletša,1
madume,1
nepokgolo,1
botshepegi,1
seporofešenale,1
faele,1
obamelwe,1
boikemišetšo,1
diphetogong,1
hloriša,1
lešupi,1
leole,1
seloseo,1
universal,1
mopišopo,1
desmond,1
tutu,1
hlalošitše,1
gere,1
tšhengwana,1
tlhakoring,1
kellelo,1
dipoledišano,1
diyalemoya,1
rutilwego,1
tlipago,1
letelwe,1
lobišitšwe,1
marine,1
hlathilwego,1
posiwa,1
akaratešwa,1
tlolago,1
israeli,1
momaganya,1
bolelakago,1
inyatše,1
largest,1
boago,1
dumane,1
managaletlopo,1
hockey,1
kwagalo,1
kgotsofalo,1
swailwego,1
tafola,1
lehlanye,1
axiomatic,1
set,1
kgaetšediago,1
thedimoga,1
culture,1
weposaete,1
website,1
masenke,1
mašupa,1
dikgatelopele,1
phiri,1
patlamego,1
myemyelo,1
balobedu,1
magoswi,1
lebetšwego,1
nkoshilo,1
sehlomola,1
kafao,1
tsarane,1
thuntšhana,1
itshegiša,1
barekantle,1
baromelantle,1
hlahlobja,1
makopanyi,1
seng,1
haa,1
hlapaolwa,1
nnotagi,1
lehwana,1
khupetše,1
hip,1
hop,1
ikgobokeletpa,1
dikahlolo,1
seretwa,1
monate,1
ntlhakanya,1
patelela,1
gakae,1
sekgose,1
thothela,1
mekotleng,1
batopi,1
iphihlilego,1
kodumela,1
moepathutse,1
tokišopolelopolelo,1
akitimelamogaleng,1
bonagore,1
nepego,1
tshenyagalelo,1
didiriša,1
ntlwaneng,1
boithomelo,1
gontši,1
aparetše,1
kgopama,1
dikologe,1
lalile,1
lebetšwe,1
phafoga,1
swanetšana,1
uk,1
singles,1
chart,1
hume,1
segadikana,1
bušetše,1
gagabobona,1
hlomo,1
phekgogo,1
tebo,1
disenthara,1
bakago,1
dinamanatšeo,1
mothomošweu,1
hlohla,1
getsola,1
nywanywa,1
porokerama,1
sekhurumelo,1
hlwela,1
mpampa,1
gaa,1
mošayatebogo,1
phumolameokgo,1
labaka,1
motlalakganya,1
kgodišego,1
tlišwe,1
batlapitšong,1
lebetše,1
tshwayotshwayo,1
yabona,1
thetšana,1
hlohleletšago,1
mogologolo,1
pilir,1
malokelo,1
mešogofela,1
nkganetša,1
fifaditše,1
swayaswayago,1
ikhwetšago,1
to,1
beakanyeditšwego,1
keteko,1
mmaraka,1
mmagobatho,1
hlagang,1
ahlaahlwago,1
ditšong,1
bolelego,1
mmatshepo,1
seteginiki,1
mothalong,1
kgodišago,1
ikhola,1
porofešene,1
loša,1
dithose,1
mašoto,1
fene,1
diregang,1
aroganywego,1
kaba,1
kgwahlafalo,1
tshenyo,1
lešakeng,1
thabišago,1
maphoofolo,1
sebotša,1
ntlhanogela,1
dipong,1
wean,1
